6041
4077	800	2
4103	3236	2
4088	2941	2
4088	744	2
4088	2181	2
4081	823	2
4081	583	2
4111	420	2
4079	1090	2
4105	1769	2
4078	2444	2
2444	35	0
4316	2163	2
4316	2832	2
4273	1624	2
1624	38	0
4275	837	2
4306	3239	2
4306	269	2
4306	1605	2
4315	181	2
4285	3255	2
4272	1075	2
4286	1730	2
4294	1803	2
4294	663	2
4294	648	2
4293	3092	2
4307	2565	2
4450	1763	2
4450	496	2
4450	539	2
1763	37	0
4414	661	2
4441	2767	2
4434	1732	2
4434	2007	2
4420	1919	2
4420	291	2
4420	933	2
4403	751	2
751	23	0
751	29	0
4419	531	2
4418	969	2
4418	970	2
2456	12	0
4449	2838	2
4449	2839	2
4449	2840	2
4949	959	2
4948	1099	2
4944	758	2
4943	742	2
4943	556	2
4943	2623	2
4655	2574	2
4704	1084	2
1084	30	0
4693	1816	2
4693	1510	2
4698	784	2
4698	826	2
4660	1058	2
4660	546	2
4660	1030	2
4658	1459	2
1459	20	0
4654	2829	2
4694	2317	2
4694	2147	2
4433	1873	2
4433	1305	2
1873	38	0
1305	38	0
4665	2150	2
4666	960	2
4673	1716	2
4673	1486	2
4673	646	2
4673	2844	2
4673	670	2
4673	1880	2
4687	88	2
4687	986	2
4942	543	2
4942	2690	2
4935	190	2
190	15	0
3125	15	0
4932	434	2
4932	2737	2
4932	3102	2
434	15	0
4931	1858	2
4929	1444	2
4929	825	2
4929	1543	2
4926	761	2
4926	239	2
4926	2391	2
4924	2708	2
2708	34	0
4922	3114	2
4922	1912	2
4922	2377	2
4922	2889	2
4922	3276	2
3114	6	0
3276	19	0
4911	2425	2
4874	3212	2
4864	1754	2
4864	1697	2
4862	1823	2
4859	2610	2
2610	15	0
2610	16	0
4858	1363	2
4858	1835	2
4895	791	2
4895	2496	2
4895	2557	2
4891	2804	2
4891	2904	2
4891	1703	2
4887	2802	2
4879	2974	2
4811	1712	2
4805	3057	2
4802	679	2
4800	469	2
4856	2393	2
4856	1067	2
4856	2300	2
4854	474	2
4854	489	2
4841	2951	2
4840	470	2
4840	1545	2
4840	1190	2
4840	1189	2
4838	1491	2
4838	2103	2
4836	2795	2
4910	1098	2
4910	1078	2
4909	2872	2
4909	2853	2
4909	2754	2
4908	3110	2
4908	3152	2
4908	2831	2
4904	1255	2
4904	1153	2
4903	2638	2
4902	752	2
4824	393	2
393	32	0
4820	2475	2
4820	2476	2
4815	3058	2
4815	3060	2
4815	3059	2
4814	211	2
4758	1157	2
4758	1513	2
4754	266	2
4753	3252	2
4747	892	2
4747	1546	2
4799	929	2
4799	2819	2
4799	930	2
929	15	0
4795	2430	2
4786	1653	2
4782	1672	2
4781	2614	2
1673	15	0
1538	15	0
4774	1517	2
4769	589	2
4768	482	2
4766	2801	2
4765	1086	2
4775	206	2
4762	659	2
4744	2337	2
4735	2277	2
4730	1400	2
4730	1347	2
4730	2549	2
4730	3127	2
4729	2478	2
4723	1565	2
4723	1598	2
4723	1346	2
4723	1364	2
4723	1585	2
4723	1679	2
4707	3079	2
4703	1782	2
4703	1793	2
4721	2367	2
4720	2179	2
4720	3088	2
4720	535	2
4719	1321	2
4690	1429	2
4686	1568	2
4685	2487	2
4684	2798	2
4679	2218	2
4679	1225	2
4714	3187	2
4712	3031	2
4711	2866	2
4708	2107	2
4701	982	2
4699	819	2
4699	820	2
4697	2851	2
4697	671	2
4692	1698	2
4691	737	2
4680	987	2
4653	2628	2
3425	2409	2
3382	2191	2
3382	368	2
3410	735	2
3412	169	2
4678	3077	2
4678	138	2
4678	2986	2
4676	2329	2
4675	1302	2
4675	1309	2
4674	1201	2
4674	2328	2
4671	2316	2
4671	2178	2
4670	2045	2
4670	2051	2
4669	2341	2
2341	15	0
4668	1056	2
4667	817	2
4662	1713	2
4662	1722	2
4662	228	2
3372	2137	2
3419	532	2
3419	2491	2
3419	2548	2
3386	3035	2
3386	2970	2
3420	2910	2
3390	1088	2
3390	304	2
3564	2753	2
3561	3229	2
3555	3192	2
3552	509	2
3533	957	2
3536	3164	2
3556	175	2
3526	2939	2
3531	2512	2
3528	1890	2
3537	1547	2
3692	888	2
888	6	0
3660	2546	2
3712	2583	2
3712	2474	2
3858	2744	2
3809	2790	2
3849	2688	2
3868	193	2
193	6	0
3840	2636	2
3801	620	2
3805	1906	2
3820	570	2
3661	1574	2
3661	1659	2
3711	2912	2
3691	2138	2
3691	2675	2
3691	2726	2
3691	573	2
573	6	0
3696	1931	2
3696	1993	2
3696	49	2
3706	580	2
